id,x,y,z,vx,vy,vz,r,m
0,1.00901,0.3784,0.226176,0,0,-1.47248,0.04,1
1,0.894608,1.48254,0.0372378,0,0,1.39192,0.04,1
2,1.75756,0.494886,1.36486,0,0,-1.47248,0.04,1
3,1.9394,1.3963,1.84818,0,0,-1.47248,0.04,1
4,0.585284,1.42799,0.299861,0,0,-1.47248,0.04,1
5,0.388481,0.578406,1.65776,0,0,-1.47248,0.04,1
6,1.67029,1.53556,0.123369,0,0,-1.47248,0.04,1
7,0.733184,0.232328,0.923849,0,0,-1.47248,0.04,1
8,1.74159,1.27456,0.525745,0,0,-1.47248,0.04,1
9,1.30488,1.83298,0.162523,0,0,-1.47248,0.04,1
10,0.126228,0.183189,1.19646,0,0,-1.47248,0.04,1
11,1.36608,0.734725,1.39153,0,0,-1.47248,0.04,1
12,0.368922,0.794165,0.74106,0,0,-1.47248,0.04,1
13,0.879493,1.9227,1.65647,0,0,-1.47248,0.04,1
14,0.416037,0.775721,1.64735,0,0,-1.47248,0.04,1
15,0.527684,1.07206,0.289303,0,0,-1.47248,0.04,1
16,1.20983,1.53534,0.75797,0,0,-1.47248,0.04,1
17,1.08471,0.113285,0.996829,0,0,-1.47248,0.04,1
18,1.32244,1.51021,1.67999,0,0,-1.47248,0.04,1
19,0.779963,1.4658,0.245537,0,0,-1.47248,0.04,1
20,1.33286,1.24702,0.426156,0,0,-1.47248,0.04,1
21,1.88309,0.435415,1.54803,0,0,-1.47248,0.04,1
22,1.21402,1.70255,0.736048,0,0,-1.47248,0.04,1
23,1.21759,0.495398,0.083838,0,0,0.528895,0.04,1
24,0.490719,0.975154,0.329142,0,0,-1.47248,0.04,1
25,0.799646,1.92421,0.734566,0,0,-1.47248,0.04,1
26,0.912834,0.786047,1.39561,0,0,-1.47248,0.04,1
27,1.25712,0.79713,1.23301,0,0,-1.47248,0.04,1
28,1.5823,0.628123,0.414371,0,0,-1.47248,0.04,1
29,0.192882,0.622421,1.80265,0,0,-1.47248,0.04,1
30,1.6757,0.988623,1.58163,0,0,-1.47248,0.04,1
31,0.214872,0.336649,1.1802,0,0,-1.47248,0.04,1
32,1.87833,1.19086,0.577037,0,0,-1.47248,0.04,1
33,1.52452,1.12738,1.81059,0,0,-1.47248,0.04,1
34,1.34929,1.62887,0.688124,0,0,-1.47248,0.04,1
35,1.25355,0.155331,0.943542,0,0,-1.47248,0.04,1
36,1.59083,0.0877297,0.49766,0,0,-1.47248,0.04,1
37,1.44806,1.86171,0.907953,0,0,-1.47248,0.04,1
38,0.398991,0.810803,0.132132,0,0,-1.47248,0.04,1
39,0.437662,0.930346,1.38797,0,0,-1.47248,0.04,1
40,1.64635,1.71421,0.833416,0,0,-1.47248,0.04,1
41,1.65598,1.76778,0.203431,0,0,-1.47248,0.04,1
42,1.67143,0.137377,0.90942,0,0,-1.47248,0.04,1
43,0.197648,0.0484878,1.66604,0,0,-1.47248,0.04,1
44,1.88289,0.837255,1.14321,0,0,-1.47248,0.04,1
45,1.22583,0.28589,0.641497,0,0,-1.47248,0.04,1
46,0.230823,1.34275,1.69394,0,0,-1.47248,0.04,1
47,0.941027,1.92814,0.0396404,-12.2284,4.79968,9.53739,0.04,1
48,0.330603,1.20442,0.486523,0,0,-1.47248,0.04,1
49,0.684937,1.83625,0.907788,0,0,-1.47248,0.04,1
50,0.88908,0.0633195,0.0610073,0,0,-1.47248,0.04,1
51,1.36275,0.928673,1.4812,0,0,-1.47248,0.04,1
52,0.956268,0.181789,1.83595,0,0,-1.47248,0.04,1
53,1.89396,0.504662,1.02325,0,0,-1.47248,0.04,1
54,0.249593,0.207442,0.374295,0,0,-1.47248,0.04,1
55,0.900967,0.381201,1.21057,-11.3407,-5.30677,18.8475,0.04,1
56,1.73148,1.76059,1.28359,0,0,-1.47248,0.04,1
57,0.647462,0.348606,0.0552533,13.8223,1.88577,-1.39328,0.04,1
58,1.53029,0.157914,0.159235,-3.86603,-9.14624,-3.5472,0.04,1
59,0.579619,0.454444,0.914004,0,0,-1.47248,0.04,1
