id,x,y,z,vx,vy,vz,r,m
0,0.963844,0.0647116,0.104239,-4.42601,-10.6334,15.6846,0.04,1
1,0.894608,1.48254,0.113967,0,0,1.2949,0.04,1
2,1.75756,0.494886,1.27895,0,0,-1.96298,0.04,1
3,1.9394,1.3963,1.76226,0,0,-1.96298,0.04,1
4,0.414021,1.59894,0.0246111,-6.61689,13.3172,-0.398592,0.04,1
5,0.388481,0.578406,1.57184,0,0,-1.96298,0.04,1
6,1.5352,1.69244,0.0524887,-7.97329,9.25882,0.0351569,0.04,1
7,0.733184,0.232328,0.837938,0,0,-1.96298,0.04,1
8,1.74159,1.27456,0.439834,0,0,-1.96298,0.04,1
9,1.15999,1.73005,0.0985439,-10.8435,-10.7177,-1.59689,0.04,1
10,0.126228,0.183189,1.11055,0,0,-1.96298,0.04,1
11,1.36608,0.734725,1.30562,0,0,-1.96298,0.04,1
12,0.368922,0.794165,0.655149,0,0,-1.96298,0.04,1
13,0.879493,1.9227,1.57056,0,0,-1.96298,0.04,1
14,0.416037,0.775721,1.56144,0,0,-1.96298,0.04,1
15,0.527684,1.07206,0.203392,0,0,-1.96298,0.04,1
16,1.20983,1.53534,0.672059,0,0,-1.96298,0.04,1
17,1.08471,0.113285,0.910918,0,0,-1.96298,0.04,1
18,1.32244,1.51021,1.59408,0,0,-1.96298,0.04,1
19,0.779963,1.4658,0.159626,0,0,-1.96298,0.04,1
20,1.33286,1.24702,0.340245,0,0,-1.96298,0.04,1
21,1.88309,0.435415,1.46212,0,0,-1.96298,0.04,1
22,1.21402,1.70255,0.650137,0,0,-1.96298,0.04,1
23,0.697119,0.664998,0.543982,-10.1687,8.1611,8.31741,0.04,1
24,0.490719,0.975154,0.243231,0,0,-1.96298,0.04,1
25,0.799646,1.92421,0.648655,0,0,-1.96298,0.04,1
26,0.909831,0.787789,1.30164,-3.22235,2.78144,-10.4662,0.04,1
27,1.25712,0.79713,1.1471,0,0,-1.96298,0.04,1
28,1.5823,0.628123,0.32846,0,0,-1.96298,0.04,1
29,0.192882,0.622421,1.71674,0,0,-1.96298,0.04,1
30,1.6757,0.988623,1.49572,0,0,-1.96298,0.04,1
31,0.214872,0.336649,1.09429,0,0,-1.96298,0.04,1
32,1.87833,1.19086,0.491126,0,0,-1.96298,0.04,1
33,1.52452,1.12738,1.72468,0,0,-1.96298,0.04,1
34,1.34929,1.62887,0.602213,0,0,-1.96298,0.04,1
35,1.25355,0.155331,0.857631,0,0,-1.96298,0.04,1
36,1.59083,0.0877297,0.411749,0,0,-1.96298,0.04,1
37,1.44806,1.86171,0.822042,0,0,-1.96298,0.04,1
38,0.232838,0.246244,0.109174,-6.86974,-27.0326,3.0239,0.04,1
39,0.437662,0.930346,1.30206,0,0,-1.96298,0.04,1
40,1.64635,1.71421,0.747505,0,0,-1.96298,0.04,1
41,1.60382,1.6005,0.165508,-1.53083,-5.43806,-0.323312,0.04,1
42,1.68326,0.20606,0.965981,2.47469,4.08861,10.6861,0.04,1
43,0.197648,0.0484878,1.58013,0,0,-1.96298,0.04,1
44,1.88289,0.837255,1.0573,0,0,-1.96298,0.04,1
45,1.22583,0.28589,0.555586,0,0,-1.96298,0.04,1
46,0.230823,1.34275,1.60803,0,0,-1.96298,0.04,1
47,0.237649,1.48465,0.510272,-15.0706,-21.4301,10.4513,0.04,1
48,0.305185,1.21226,0.339175,0.329812,4.43662,-14.3854,0.04,1
49,0.684937,1.83625,0.821877,0,0,-1.96298,0.04,1
50,0.889292,0.0633422,0.0904496,0.423889,0.0366425,1.82955,0.04,1
51,1.36275,0.928673,1.39529,0,0,-1.96298,0.04,1
52,0.956268,0.181789,1.75004,0,0,-1.96298,0.04,1
53,1.89396,0.504662,0.93734,0,0,-1.96298,0.04,1
54,0.249593,0.207442,0.288384,0,0,-1.96298,0.04,1
55,0.296282,0.125525,1.94884,-13.6018,16.1278,11.9359,0.04,1
56,1.73148,1.76059,1.19768,0,0,-1.96298,0.04,1
57,1.67604,0.675402,0.0695507,24.8,8.37289,-3.38136,0.04,1
58,1.35714,0.0177535,0.0319738,-1.06391,3.42349,-6.16105,0.04,1
59,0.579619,0.454444,0.828093,0,0,-1.96298,0.04,1
60,1.12462,0.272594,1.49513,0,0,-1.96298,0.04,1
61,1.88125,0.734221,0.178492,-2.45974,10.4078,-10.7617,0.04,1
62,1.42769,0.809621,0.917904,0,0,-1.96298,0.04,1
63,0.636521,0.994257,0.187411,0,0,-1.96298,0.04,1
64,1.10557,0.605063,0.739793,0,0,-1.96298,0.04,1
65,0.436507,1.35475,1.53821,0,0,-1.96298,0.04,1
66,1.10892,0.593342,1.10034,0,0,-1.96298,0.04,1
67,1.15996,0.779605,1.48046,0,0,-1.96298,0.04,1
68,1.40011,0.925376,0.118257,0,0,1.14269,0.04,1
69,1.01397,0.748348,0.893053,0,0,-1.96298,0.04,1
70,1.20268,1.80845,0.978,0,0,-1.96298,0.04,1
71,1.50284,0.66188,0.182514,0,0,-1.96298,0.04,1
72,0.148262,1.91185,0.472815,2.28373,12.0586,3.95849,0.04,1
73,1.81474,0.0792925,1.09685,4.90216,-8.525,-1.81267,0.04,1
74,0.913761,1.52439,1.66312,0,0,-1.96298,0.04,1
75,0.695164,0.443927,0.299157,0,0,-1.96298,0.04,1
76,1.9589,0.314783,1.49043,0,0,-1.96298,0.04,1
77,0.596306,0.629475,1.05866,0,0,-1.96298,0.04,1
78,1.83609,1.06558,0.299957,0,0,-1.96298,0.04,1
79,0.899696,1.13734,1.26217,0,0,-1.96298,0.04,1
80,1.47482,1.41267,0.194427,0.0264869,-0.283678,-2.10219,0.04,1
81,0.655419,1.6252,0.458002,-5.92485,-5.54576,9.47731,0.04,1
82,0.332154,1.54061,0.849303,0,0,-1.96298,0.04,1
83,1.02646,1.75034,0.932083,0,0,-1.96298,0.04,1
84,0.954578,1.95872,0.210695,0,0,-1.96298,0.04,1
85,0.964024,0.63815,1.4704,0,0,-1.96298,0.04,1
